REMARKS,CATEGORY 6,SITE NAME,BARCODE,SUPPLIER NAME,HSN CODE,DIVISION,SECTION,DEPARTMENT,ARTICLE_NAME,ITEM NAME,BRAND,NAME,SIZE,RSP,MRP
FMCG,FMCG,Aapoorti Shopping Mall Ltd,8906005911131,BEST PRICE,1902,FMCG-FOOD,SWEETS,SWEETS,AAKASH SOAN PAPADI 400GM,AAKASH SOAN PAPDI 400GM FMCG,AAKASH,SOAN PAPADI,400GM,75,150
